skill_id,job_skills
12784,Resilient
12785,Adaptable
12786,Intellectually curious
12787,Passionate about tech
12788,Engaging content creator
12789,Flexible work schedule
12790,Inclusive
12791,Diverse
12792,People first
12793,Sustainable
12794,Analytical Insights
12795,Statistical Data Analysis
12796,Graph Mining
12797,Deep Neural Nets
12798,Boosted Trees
12799,Applied Econometrics
12800,Story Telling
12801,Regression Techniques
12802,Real Estate
12803,Customer Relations
12804,Notarial Skills
12805,Business Consulting
12806,CRM Systems
12807,ESignatures
12808,Real Estate Software
12809,Flyer Distribution
12810,School Management Information Systems (MIS)
12811,Invigilation
12812,Liaising
12813,Versatility
12814,Database development and management
12815,Multivariate statistics
12816,Environmental forensics
12817,Site investigation/remediation
12818,Mentoring and development
12819,Environmental consulting
12820,Ecological
12821,Fate and transport
12822,Spatial analysis
12823,Scalable solutions
12824,Shipping code
12825,Data driven solutions
12826,Multitier systems
12827,SPIRV
12828,ROCm
12829,Triton
12830,Metal
12831,WebGPU
12832,CLI applications
12833,Python scripting
12834,Compiler architecture
12835,Open source
12836,Formal verification
12837,Fuzzing
12838,Program analysis
12839,Intermediate representations
12840,SpaceX
12841,CockroachDB
12842,Top Secret clearance
12843,Extended hours and weekends
12844,Longterm incentives
12845,Short & longterm disability insurance
12846,Paid vacation
12847,ITAR compliance
12848,Logistic supportability
12849,Availability Support
12850,Airframe testing
12851,Reliability engineering designs
12852,Programs
12853,Engineeringdesign concepts
12854,Test methods
12855,Operational reliability
12856,Computeraided engineering equipment
12857,Mathematical models
12858,Failure mode and effect analysis sheets
12859,Reliability Workbench
12860,ITEM Toolkit
12861,Version Control Tools
12862,Aircraft instrumentation
12863,Reliability Block Diagrams
12864,System Reliability Assessment
12865,Component Reliability Prediction
12866,SMARTS
12867,Lifting (50 pounds)
12868,Bachelor's degree (business science or technical discipline)
12869,Donor Management
12870,Public Health Compliance
12871,Professional Fundraising
12872,Preemployment background check
12873,Flexible schedule
12874,Standard office equipment
12875,Manual dexterity
12876,Ability to lift files
12877,Ability to flex paperclips
12878,Silicon Validation Framework
12879,Kernel Dataflow Architecture
12880,Block Level and System Level Tests
12881,ML Model Performance Evaluation
12882,AIE Instruction Modeling
12883,Application Specific Kernels
12884,Block and System Level Performance
12885,Performance Tests
12886,Test Bringup and Debug
12887,Automation Framework
12888,Pre and Post Silicon Validation
12889,Coverage Metric
12890,Performance Validation
12891,Distributed Processors
12892,Matlab/Python Libraries
12893,Lauterbach
12894,GDB
12895,Valgrind
12896,Static and Dynamic Power Characterization
12897,VLIW SIMD Vector Processor Architecture
12898,Matlab Signal Processing Library
12899,5G Toolbox
12900,Workiva/Wdata
12901,Greenhouse gas emissions accounting
12902,Greenhouse gas reporting standards
12903,GHG Protocol
12904,Scope 1
12905,Scope 2
12906,Scope 3
12907,Carbon life cycle assessments (LCAs)
12908,Environmental product declarations (EPDs)
12909,GHG accounting platforms
12910,GRI
12911,SASB
12912,CDP
12913,TCFD
12914,SBTi
12915,EPRI
12916,Digital channel insights
12917,Audience insights
12918,First and thirdparty data
12919,Visual storytelling
12920,Conversion optimization
12921,Customer experience
12922,Shelf Intelligence Data
12923,Authorized to work in the US
12924,Reliable Transportation
12925,Ability to maintain the rate of change with an application
12926,Computer Systems Design
12927,Tactical Datalink Developmental Test (DT)
12928,Data Link Radios
12929,Joint Range Extension
12930,Link 16
12931,Situation Awareness Data Link (SADL)
12932,Variable Message Format (VMF)
12933,MILSTD6016 Jmessage formats
12934,Test Reporting
12935,Formal Presentations
12936,Microsoft Operating Systems
12937,Linux Operating Systems
12938,DT&E Processes
12939,Acquisition Program Development
12940,Air Force Command and Control (C2)
12941,Application Software Development
12942,Tactical Communications Emerging Technologies
12943,Security+ Certification
12944,Identity Verification
12945,Advanced Degree (Quantitative Field)
12946,7+ Years Industry Experience
12947,Experience in the Fraud or Risk Space
12948,Connectwise
12949,SSL
12950,UCC
12951,Wild Card
12952,Deductive Reasoning
12953,Ethical
12954,Administrative Experience
12955,Inside Sales
12956,High School Degree
12957,Graphical Applications
12958,Data Mining Algorithms
12959,Learning Support
12960,Knowledge Discovery
12961,Research Improvements
12962,Process Improvements
12963,Top Secret/SCI (TS/SCI) with Polygraph
12964,Senior Experience
12965,Data Merging
12966,Data Science Languages
12967,Lab supervisor
12968,MedTech
12969,Diagnostic testing
12970,Disease diagnosis
12971,Microbiology experience
12972,Medical testing
12973,Acute care
12974,Supervisor role
12975,Healthcare careers
12976,Laboratory operations
12977,Patient diagnosis
12978,Disease monitoring
12979,Medical science
12980,Diagnostics
12981,Joint Commission
12982,Healthcare standards
12983,Diagnostic procedures
12984,Disease states
12985,Clinical testing
12986,Patient samples
12987,Laboratory management
12988,MedTech supervisor
12989,Microbiology lab
12990,Supervisory role
12991,Healthcare professional
12992,Laboratory technician
12993,Medical laboratory
12994,Acute care facility
12995,Microbiology supervisor
12996,Healthcare compliance
12997,Lab operations
12998,Microbiology skills
12999,Patient health
13000,MedTech experience
13001,MLS professional
13002,Supervisor position
13003,Healthcare quality
13004,Medical lab
13005,Healthcare leadership
13006,Quality assurance procedures
13007,Lab management
13008,Lab quality
13009,Clinical skills
13010,ASCP certified
13011,Healthcare management
13012,Lab experience
13013,Linux Kernel
13014,ML Flow
13015,AirFlow
13016,Cloud migration
13017,Fargate
13018,Elastic Beanstalk
13019,CloudWatch
13020,Reasoning
13021,Independent problem solver
13022,Serverless experience
13023,Java Microservices
13024,Oracle Database Infrastructure Management
13025,Problemsolver
13026,Critical thinker
13027,Big data processing frameworks
13028,Cloud native data technologies
13029,Glu
13030,MSK
13031,Document DB
13032,Modern Java microservices technologies
13033,Oracle DB
13034,AWS DB offerings
13035,Open/Linked data media types
13036,Turtle
13037,JSONLD
13038,Aurora/RDS
13039,Semantic technologies
13040,Controlled vocabularies
13041,Financial Resource Management
13042,Financial Resource Analysis
13043,Financial Resource Optimization
13044,Financial Resource Consumption
13045,Product Knowledge
13046,Regulatory Initial Margin
13047,Capital Management
13048,Asset Allocation
13049,Basel III
13050,GSIB
13051,SLR
13052,SCB
13053,NCMR/CCP
13054,Investment Accounting Platforms
13055,Policy and Procedure Development
13056,AI development
13057,iOS
13058,Timeseries data management
13059,Machine learning models
13060,Cloud services integration
13061,Secure development
13062,Bachelor's degree in Computer Science or Engineering
13063,5+ years of mobile and web development experience
13064,Exceptional problemsolving skills
13065,Geospatial analytics
13066,Changepoint detection
13067,Graph analytics
13068,Bayesian programming
13069,Security clearance
13070,Experiment Optimization
13071,Data lifecycle mapping
13072,Data ownership
13073,Data and analytics projects
13074,Business value
13075,Azure vnet security
13076,Azure RBAC permissions
13077,Azure Storage Accounts
13078,SFTP servers
13079,Dell Boomi
13080,Dell Boomi middleware
13081,Synapse pipelines/notebooks
13082,ML technologies
13083,Data governance operating model
13084,Cloud computing platforms
13085,Medical device industry experience
13086,Pharmaceutical industry experience
13087,Statistical analytical techniques
13088,ML technologies with Synapse
13089,CDMP certification
13090,Deadline management skills
13091,Tech Lead
13092,Recognition
13093,ML Model Efficiency
13094,PeerReviewed AI Journals
13095,ML Research
13096,Quick Feedback
13097,Advanced analytics techniques
13098,Data connections
13099,Dashboard solutions
13100,Analytics insights
13101,Client services
13102,SECRET federal security clearance
13103,B.S. or B.A. in quantitative and/or computational discipline
13104,M.S./M.A. in quantitative and/or computational discipline
13105,Hybrid onsite projects
13106,Discretionary variable incentive bonus
13107,Parental Leave and Adoption Assistance
13108,Basic Life & Supplemental Life
13109,Health Savings Account
13110,Dental/Vision & Dependent Care Flexible Spending Accounts
13111,ShortTerm & LongTerm Disability
13112,Student Loan PayDown
13113,Skills Development & Certifications
13114,Employee Referral Program
13115,Corporate Sponsored Events & Community Outreach
13116,Emergency BackUp Childcare Program
13117,Mobility Stipend
13118,Strong analytics
13119,CAB processes and procedures
13120,Data Center/DMZ
13121,Database operations
13122,Reverse engineering
13123,Data normalization
13124,BM&A systems
13125,FullStack Application Development
13126,DevOps Containerization
13127,CND
13128,CNE
13129,CNO
13130,Threat Mitigation
13131,Vulnerability Exposure
13132,Threat Hunting
13133,Preventing Advanced Persistent Threat
13134,TS/SCI with Polygraph security clearance
13135,Bachelor of Science Degree in Computer Science
13136,7+ years with a Bachelor’s in Computer Science
13137,12+ years without the degree
13138,Medical Dental & Vision Benefits
13139,Life & Disability Insurance
13140,Tuition Training & Certification Reimbursement
13141,401K Contribution
13142,Employee Referral Bonus Program
13143,Equipment Reimbursement
13144,Team Engagement & Outings
13145,Swag
13146,TestandLearn
13147,Conversion Rates
13148,Contact Rates
13149,Marketing KPIs
13150,ROI
13151,Lead Quality
13152,MultiTouch Attribution Models
13153,Banner Database Management
13154,Ellucian Banner ERP system
13155,Linux environment (Redhat)
13156,Loadbalancing
13157,Application Single Signon
13158,OpenID
13159,Degree in Computer Science
13160,8+ years of experience in database administration
13161,Experience with Ellucian Banner
13162,Experience with Oracle databases
13163,Project management methodology
13164,Continuous learning and professional development
13165,NOSQL
13166,Statistical Learning
13167,Redcap
13168,M&E
13169,Mixed Methods Analysis
13170,Evaluation Data Analysis
13171,ERP software (Oracle SAP etc.)
13172,Microsoft Office Suite (Word Excel Outlook PowerPoint)
13173,Siemens Energy products and services
13174,Equipment structure development implementation and maintenance
13175,Technical clarification team leadership
13176,Process improvement identification and implementation
13177,Interpersonal and writing skills
13178,Ability to work independently and collaboratively
13179,Ability to multitask and work under pressure
13180,Selfmotivation
13181,Engineering or business administration degree
13182,Data Flow Management
13183,Intelligence Information
13184,Query Strategies
13185,Data Assumptions
13186,Data Trends
13187,Information Sharing
13188,Knowledge Management
13189,NSA/CSS Policies
13190,Software Engineering Concepts
13191,Java Programming Language
13192,Python Programming Language
13193,DevOps Tools
13194,Sonar Qube
13195,InfrastructureasCode (IaC)
13196,High Volume Mission Critical Applications
13197,Messaging Architectures
13198,EventDriven Architectures
13199,Production/NonProduction Support
13200,System Performance Optimization
13201,AWS EC2
13202,AWS CloudFront
13203,AWS EFS
13204,Symantec DLP engineering
13205,Proxy DLP
13206,Handson JIRA experience
13207,Intensive Care Unit
13208,Quality of Life
13209,Evidence Based Practice
13210,Clinical Competence
13211,Interdisciplinary Team
13212,Research Projects
13213,Patient and Family Support
13214,Rotating Shifts
13215,12Hour Shifts
13216,StateoftheArt Department
13217,Isolation Rooms
13218,Support Space
13219,LPN Support
13220,Infrastructure Operations
13221,Streaming Data Platforms
13222,Hadoop Ecosystem
13223,Data Integration Developer
13224,Azure Development
13225,Key Vaults
13226,File Storage
13227,PoshGit Modules
13228,SFTP Connections
13229,HR System Integration
13230,Caps
13231,Cast and Crew
13232,UKG
13233,Azure Data Repository
13234,Dashboard Implementation
13235,Analytics Technologies
13236,Analytical Strategies
13237,VLDB
13238,Data governance platform
13239,PeopleSoft Campus Solutions
13240,Ellucian Banner
13241,Data dictionary
13242,Deep Learning frameworks
13243,Containerization tools
13244,Orchestration tools
13245,5+ years of handson experience in machine learning model development and deployment
13246,Workday Reporting Services
13247,Workday Pro Certifications
13248,System Troubleshooting
13249,Report Maintenance
13250,BI visualization tools
13251,Applied mathematics
13252,Virtual assistants
13253,Human resource
13254,Microleadership
13255,Service learning
13256,Skilled volunteering
13257,Executive development programs
13258,Technological
13259,Industry
13260,Customer demographics
13261,Preferences
13262,Operational
13263,* Data Science
13264,* Translational Bioinformatics
13265,* Machine Learning
13266,* Python
13267,* Statistics
13268,* Predictive Statistics
13269,* Probability Theory
13270,* Biology
13271,* Rare Diseases
13272,* HardtoDiagnose Diseases
13273,* Diagnostic Disease Signatures
13274,* Actionable Targets
13275,* Drug Development
13276,* Model Building
13277,* Model Scoring
13278,* Human Health
13279,* Disease Outcomes
13280,* PhD
13281,* PostDoctoral Experience
13282,* MS Degree
13283,* 8+ Years of Experience
13284,* Ability to Work in the United States
13285,* Friendly Personality
13286,* Easygoing Personality
13287,Investment Data
13288,TeamBased Environment
13289,Prior Leadership Experience
13290,BSA/AML software
13291,Internet search engines
13292,Banking principles
13293,Analysis of transactions
13294,Project/Construction QA
13295,Testing methodologies
13296,BICSI
13297,Data center installation standards
13298,BIM 360
13299,Linkware Live
13300,Infrastructure deployment
13301,Hyperscale data center build
13302,Fiber and copper performance testing
13303,TIA and NEC Standards
13304,RCDD/DCDC
13305,Logitech
13306,FirstOfKind [FOK]
13307,BIM 360 Field Management
13308,Checklists/ Issues
13309,Pro AV
13310,KVM
13311,Digital Product Management
13312,Human Centered Design
13313,HypothesisDriven Assessment
13314,Platform Software
13315,Customer Experience
13316,Minimal Viable Product (MVP)
13317,Roadmaps
13318,Intellectual Curiosity
13319,Rotation
13320,Lead Liaison
13321,Point of Contact
13322,Warehouse Management
13323,Inbound Freight
13324,Outbound Freight
13325,Freight Coding
13326,Tracing
13327,Reconcile
13328,Weighing
13329,Dimensionalizing
13330,Cleanup
13331,Damaged Shipments
13332,Misrouted Freight
13333,Trucking Transportation
13334,Safe Working Environment
13335,Warehouse Experience
13336,Sick Days
13337,Health Advocacy
13338,Credit Modeling
13339,MapR
13340,Event Engine
13341,ControlM
13342,Unix Shell Scripting
13343,Rest
13344,Image Analytics
13345,Video Analytics
13346,Audio Analytics
13347,Products
13348,Insights
13349,Oil & Gas
13350,Libraries
13351,ML Model Evaluation
13352,Engineering Sense
13353,Digital
13354,Brand
13355,Capital One Ventures
13356,External Affairs
13357,Capital One Software (COS)
13358,Enterprise ML
13359,Personal Training
13360,Fitness Coaching
13361,Level 3 Qualification
13362,PureGym App
13363,Community Platform
13364,Lift the Bar
13365,Mac Nutrition
13366,Future Practice
13367,Rentfree Gym Membership
13368,PT Earnings
13369,Contracted Salary
13370,Guaranteed Hours
13371,Holiday Allowance
13372,First Aid Qualification
13373,Gym Membership
13374,Management Training
13375,Group Exercise Training
13376,Dependency Management
13377,Workload Management
13378,Batch and Stream Data
13379,Massively Parallel Processing
13380,Analytical Datastores
13381,Informatica Server Administration
13382,Management Information Systems
13383,Artificial Intelligence/Machine Learning (AI/ML) Operations
13384,Intelligence cycle
13385,Federal intelligence missions
13386,Special Operations Force (SOF) community intelligence process
13387,noSQL
13388,AGILE software development methodology
13389,Exploratory mathematics
13390,AI/ML model development
13391,AI/ML model deployment
13392,Analytic models
13393,Multimodal datasets
13394,Data experiments
13395,Business process documentation
13396,Work prioritization
13397,Data science methods
13398,AI/ML development
13399,AI/ML deployment
13400,SOFNETU
13401,SOFNETS
13402,JIANT
13403,SOIS
13404,SOCRATES
13405,NSANet
13406,Commercial internet
13407,USSOCOM military or civil service experience
13408,USSOCOM training and deployment requirements
13409,DoD Top Secret clearance
13410,SCI access
13411,ACCM readon
13412,SCI
13413,FGI
13414,NATO material
13415,US passport
13416,Flexible Spending Account (FSA)
13417,Short Term Disability
13418,LTD
13419,Tuition Assistance Program
13420,Paid Time Off (PTO)
13421,5+ Years of Experience
13422,Oracle Process Manufacturing
13423,Warehousing
13424,GMP/GxP
13425,APICS
13426,Prescriptive Modeling
13427,matplotlib
13428,Laboratory duties
13429,Test performance
13430,Reporting results
13431,Instrument maintenance
13432,Tuition assistance
13433,Wellness incentives
13434,Paid time off
13435,AD&D insurance
13436,Area discounts
13437,Transactional Skills
13438,Regulatory Skills
13439,Transportation Technology
13440,CIPP Certification
13441,Consumer Rights Requests
13442,Domestic and International Laws and Regulations
13443,Legal Aspects of Emerging Transportation Technology
13444,Academic Credentials
13445,Legal Counsel
13446,Juris Doctor Degree
13447,Drafting
13448,Reviewing
13449,Legal Research
13450,Legal Writing
13451,Policy Implementation
13452,Vendor Contracts
13453,Courtroom Experience
13454,Analytical Data Warehouses
13455,Cloud Data Migration
13456,Cloud Transformation
13457,HumanCentric Solutions
13458,Rest API
13459,Public cloud data platforms
13460,ETL/ELT data pipelines
13461,Pipelineascode
13462,Investments
13463,Asset Management
13464,Finance Data modeling
13465,Statistical Measurement
13466,Consumer Behavior
13467,MultiSourced Data
13468,Marketing Campaign Management
13469,Integrated Marketing
13470,Customer Journey
13471,Content Development
13472,ROI Analysis
13473,B2B Marketing
13474,Test and Learn
13475,Business Process Engineering
13476,Advanced Excel Formulas
13477,Biological processes
13478,Trauma research
13479,Research design
13480,Hypothesis development
13481,SigmaPlot
13482,GraphPad
13483,SAS programming language
13484,Linear mixed models
13485,Generalized estimating equations
13486,Nonparametric data analysis
13487,Failure analysis
13488,Sample size calculation
13489,Publication quality tables and figures
13490,6+ Years' Experience in Metadata Field
13491,6+ Years' Experience with W3C Standards
13492,4+ Years' Experience with Ontology and Linked Data Tools
13493,4+ Years' Experience with SQL or SPARQL
13494,Strong Reading and Writing Skills
13495,Strong Project Management Experience
13496,Excellent Communication Skills
13497,Ability to Work Independently and with a Team
13498,Experiment Tracking Tools
13499,Sustainability data strategy
13500,Big data architectures
13501,Multithreaded data processing
13502,CPU architectures
13503,Data and data consumption
13504,Digitalization
13505,Enterprise workflow
13506,Orchestration technologies
13507,Software implementation projects
13508,Enterprise Integration technologies
13509,Sustainability data management
13510,Data landscapes
13511,BI roadmap
13512,Technical guidance
13513,Integration impact
13514,Business architecture
13515,Information architecture
13516,Application architecture
13517,Technical architecture
13518,Security architectures
13519,Data patterns
13520,User training
13521,Diverse and talented Associates
13522,Five Principles
13523,Purpose driven company
13524,Bestinclass learning
13525,Development support
13526,Industry competitive salary
13527,Company bonus
13528,Snowsight
13529,SnowSQL
13530,Snowflake ODBC driver
13531,File Formats
13532,Internal Stages
13533,External Stages
13534,Copy Command
13535,Access Roles
13536,Functional Roles
13537,Snowflake Data Cloning
13538,Snowflake Virtual Warehouses
13539,Search Optimization
13540,Time Travel
13541,Failsafe
13542,Snowflake High Availability
13543,Resource Monitors
13544,Snowflake Health Check Dashboards
13545,Statistical applications
13546,Statistical theory
13547,Statistical machine learning
13548,Multidisciplinary research
13549,Multiomics
13550,Neuroinformatics
13551,Healthrelated data
13552,VR
13553,Teach undergraduate and graduate students
13554,Develop courses
13555,Research program
13556,Grant proposals
13557,External funding
13558,BS MS PhD courses
13559,Business Process Recommendations
13560,Systems Dynamics Modelling
13561,Bayesian Inference Procedures
13562,Minimax Procedures (Statistical)
13563,Subjective Probability Utilization
13564,Formal Game Theory
13565,Minimax Procedures (Game Theory)
13566,Multinational Best Practices (Military and Industry) Evaluation
13567,Logistics and AgentBased Modeling and Simulation
13568,Business Process Analysis and Optimization
13569,Software Insertion
13570,Data Science Team Experience
13571,d3.js
13572,DoD Operations
13573,IT experience
13574,Digital Transformation Solutions
13575,Managed services
13576,Regulatory compliance solutions
13577,Mobile solutions
13578,Transformational services
13579,Business/technology direction
13580,Services strategies
13581,Exponential growth
13582,Professional services
13583,Annual quotas
13584,Customer base
13585,Clevel executives
13586,Market and competitive factors
13587,Value propositions
13588,IT Services
13589,Client sales experience
13590,Developer Platforms
13591,HighQuality Code
13592,US Base Salary Range: $172800  $233800
13593,Company Bonus
13594,Medical Dental and Vision Benefits
13595,Wellness Stipends
13596,Software engineering related to data replication storage centralized computation and Data API’s
13597,Customer Success Operations
13598,Business understanding
13599,Operational performance tracking
13600,Insights and recommendations provision
13601,Analytical projects ownership
13602,Collaboration with peers
13603,Crossfunctional partnerships
13604,Dashboards building
13605,Automated reports building
13606,Data visualization tools proficiency
13607,Querying/analysis tools proficiency
13608,Data tables ownership
13609,Data accuracy consistency and timeliness ensuring
13610,Technical implementations ownership
13611,Documentation associated with datasets ownership
13612,Accuracy striving
13613,Advanced analytics tools learning & implementation
13614,Cloud hosting
13615,Job automation
13616,Artificial Intelligence techniques
13617,Natural Language generation
13618,Process execution
13619,Quantitative discipline degree
13620,Numbers and insights leveraging
13621,Sound decision making influencing & driving
13622,Strong partnerships building
13623,Stakeholder collaboration
13624,Senior Executives presenting
13625,Massivescale structured and unstructured data manipulation
13626,Businesscritical data warehouse tables creation and maintenance using SQL
13627,Hadoop and related technologies experience
13628,Programming language background
13629,Accredited Exercise Physiologist
13630,Clinical exercise prescription
13631,Health education
13632,Exercise intervention
13633,Group rehabilitation
13634,Exercise Physiology
13635,Chronic Disease
13636,NDIS
13637,Surgical rehabilitation
13638,Injury rehabilitation
13639,Health and wellbeing
13640,Outcomebased approach
13641,Patientcentered care
13642,Data quality analysis
13643,Business Outcomes
13644,Bachelor's Degree in Information Science Computer Science Engineering Library Science Ontology Semantics or Computational Linguistics
13645,Master's Degree or PhD in Information Science Computer Science Engineering Library Science Ontology Semantics or Computational Linguistics
13646,6+ Years' Experience in Metadata Field of Work (Ontology Taxonomy Semantics or Computational Linguistics)
13647,6+ Years' Experience or Training in Using W3C Standards Linked Data and Ontologies (JSON XML RDF RDFS OWL SKOS)
13648,4+ Years' Experience or Training with SQL or SPARQL
13649,4+ Years' Experience or Training in Ontology and Linked Data Tools (Protégé TopQuadrant PoolParty Stardog AnzoGraph Neptune Data.World)
13650,Experience Translating Business Strategy and Analysis into Enterprise Semantic Solutions
13651,Familiarity with Graph Databases and Technologies
13652,Familiarity with Python or R
13653,Familiarity with Agile Principles Processes and Methodologies
13654,DetailOriented and Ability to ProblemSolve Independently
13655,Ability to Work Individually and with a Team
13656,Complex unstructured data
13657,Distributed teams
13658,Flexible time off
13659,RESP contribution
13660,Belonging
13661,Health coverage
13662,Employermatched retirement funds
13663,Safetysensitive position
13664,Data and analytics
13665,Reporting platform
13666,SDLC methodologies
13667,Business Process Modeling
13668,Technical documentation skills
13669,User liaison skills
13670,5+ years of experience in business analysis
13671,Experience managing analytic projects
13672,Ability to present complex technical material
13673,Understand and communicate business relevance
13674,Experience working as an FTE or contractor for Microsoft
13675,CV
13676,Engineering team leadership
13677,Antifraud
13678,Antispam
13679,Platform integrity
13680,Bilingual
13681,Mandarin
13682,CMMS
13683,OEM Manuals
13684,Database Integrity
13685,Data Uploads
13686,KPI Reports
13687,Experience in Oil and Gas Industry preferably LNG
13688,Problem Identification and Diagnostics
13689,Bachelor's degree in Engineering or related field
13690,15+ years of CMMS and Database experience
13691,10+ years of Maintenance Planning and Work Orders management
13692,Business Transformation Architect
13693,ITSM Processes
13694,Cloud Capabilities
13695,Organizational Realignment
13696,Architecture Analysis
13697,Business Transformation Activities
13698,SaaS data integration
13699,Data quality components
13700,CDQ
13701,Match and Merge rules
13702,Data discovery
13703,Data inventories
13704,Cloud native data management
13705,Business Data Definitions
13706,Data Storage Tools
13707,Data Archiving Patterns
13708,Cloud Backup Architecture
13709,Data Warehouse Tools
13710,Systems Development Lifecycle (SDLC)
13711,Data Modeling Techniques
13712,Database Technical Design
13713,Extract Transform & Load (ETL) Tools
13714,Cloud Data Architecture
13715,Data Architecture Principles
13716,SAS DataFlux ETL Tools
13717,Online Analytical Processing (OLAP)
13718,Data Architecture Estimation
13719,Big Data platforms
13720,Data Visualization tools
13721,CQRS Event Sourcing
13722,Data archival
13723,Data deduplication
13724,Data construction
13725,Data sourcing
13726,Reference Architectures
13727,Data management vision
13728,Data management strategies
13729,Automated Data Cleansing
13730,Compliance Rules
13731,Data democratization
13732,Growth
13733,EEO
13734,Trade and Packaging Specifications
13735,Global Specification Management (GSM)
13736,Product Lifecycle Management (PLM)
13737,Product Specifications
13738,Oracle PLM
13739,SharePoint Tracking System
13740,Microsoft Office (Outlook Excel PowerPoint)
13741,Building Strategic Working Relationships
13742,Building Trust
13743,Initiating Action
13744,Work Standards
13745,Model Lifecycle Management
13746,Model Retraining
13747,Hyperparameter Tuning
13748,Bias/Variance Analysis
13749,Performance Testing
13750,Resiliency
13751,Software Implementation
13752,Software Deployment
13753,Cable
13754,Purchase Order
13755,Infrastructure management
13756,Structural cabling
13757,Raw materials
13758,Production processes
13759,Machinery
13760,Design techniques
13761,Technical plans
13762,Blueprints
13763,RDCs
13764,Telecommunication
13765,POs
13766,RFQs
13767,RFI's
13768,Change orders
13769,SQL query writing
13770,Automation triggers
13771,Architectural view of databases
13772,Pipeline building
13773,Database engineering
13774,SQL development
13775,5+ years of experience
13776,Credit Underwriting
13777,Business English
13778,Tech Startups
13779,Tax Accounting
13780,Power Pivot
13781,MS Power Pivot
13782,MS Power Query
13783,R&D Credits
13784,Accounting Methods
13785,Capitalization
13786,Cost Recovery
13787,Transaction Costs
13788,FDII
13789,BEAT
13790,GILTI Planning
13791,Meals & Entertainment
13792,Revenue & Expense Recognition
13793,Cost Segregation
13794,Lobbying Expense Analysis
13795,Bachelor's in Finance Accounting Business Law Management Information Systems Computer Science Tax
13796,Master's in Finance Accounting Business Law Management Information Systems Computer Science Tax
13797,5 years progressive work experience
13798,3 years of experience with data analytics and visual tools
13799,analyzing data related to FDII BEAT GILTI Planning R&D Credits Meals
13800,3 years of experience with current data analytics and visual tools
13801,2 years guiding junior tax or data analytics professionals
13802,Graph Neural Networks
13803,Time Series Modeling
13804,Data trends analysis
13805,Strategic foresight
13806,Public sector experience
13807,Contingency management
13808,QuickSight
13809,Sisense
13810,Linear algebra
13811,Calculus
13812,Inference
13813,STEM degree
13814,Quantrelated
13815,Data Center Projects
13816,BIM360 Docs
13817,BIM360 Field
13818,Client Development
13819,Budget Control
13820,Invoicing
13821,PE License
13822,Architecture License
13823,Bachelor's in Engineering or Architecture
13824,7+ years Data Center Experience
13825,2+ years Project Management Experience
13826,Security Operations
13827,Data Center Security
13828,Supervisory Roles
13829,Post Visits
13830,Standards Compliance
13831,Proficiency Assessment
13832,Public Safety Academy
13833,Protective Services
13834,Law Enforcement
13835,Military Service
13836,Private Security
13837,Clearance
13838,Consolidated Screening List
13839,Data Specialist
13840,Cerner Event Codes
13841,Cerner Computerized Provider Order Entry
13842,Patient Information Worksheet tools
13843,Order Entry Formats
13844,Discrete Task Assays
13845,Power Plans
13846,Power Forms
13847,Mpages
13848,Electronic Health Records System
13849,Integrated Substanceuse Disorder Treatment
13850,IaC (Infrastructure as Code)
13851,AWS CloudFormation
13852,NCA certification
13853,Accreditation standards
13854,Orientation programs
13855,EOE/AA employer
13856,Nondiscrimination
13857,Electrical Foreperson
13858,Electrical and Fibre system
13859,Underground Electrician
13860,Teleremoting
13861,Continuous day shift
13862,Sandvik Multilite
13863,Ontario Provincial Trade License
13864,InterProvincial (Red Seal) certification
13865,Underground Hard Rock Miner Common Core
13866,Canadian and Ontario Provincial Electrical Code
13867,CSA M42100 codes
13868,Ability to work in multicultural environments
13869,Health and medical benefits
13870,Travel allowance
13871,Meals
13872,Camp accommodations
13873,Mxnet
13874,Snorkel
13875,Golem
13876,Process optimization
13877,Business process management (BPM)
13878,Optical Character Recognition (OCR)
13879,Design Standards
13880,Coding Guidelines
13881,RPA software
13882,Logical reasoning
13883,Composure
13884,Quality customer service
13885,Safety and Security
13886,Process Analysis
13887,Microsoft designation
13888,Accidental Death & Dismemberment Coverage
13889,LongTerm Disability Coverage
13890,Paid Sick and Vacation Leave
13891,Volunteer/Service Day
13892,Flexible Spending Accounts
13893,Health Reimbursement Arrangement
13894,Supplemental Life & Other Insurance Plans
13895,Legal Insurance
13896,Employee Advocacy Program
13897,Tickets at Work
13898,Wellness Discounts
13899,Employee Referral Incentive
13900,Education Assistance
13901,Free Interest Checking
13902,Free Safe Deposit Box
13903,Free Money Orders
13904,Free Online Banking
13905,Free Unlimited Online Bill Payment
13906,Employee Banking Perks
13907,Safeguarding
13908,Preemployment Checks
13909,Enhanced DBS
13910,Childcare Disqualification
13911,Medical Fitness
13912,Identity
13913,Right to Work
13914,References
13915,Data ingestion pipelines
13916,Business process workflow
13917,Data harmonization
13918,ETL flows
13919,Facilitating meetings
13920,Persuasive presentations
13921,Businessready deliverables
13922,Highlevel design
13923,Business communication skills
13924,Collaborative approach
13925,Business Process Design
13926,Internal Control
13927,AML/BSA/OFAC
13928,U.S. Patriot Act
13929,CIP
13930,Recommender systems
13931,Football knowledge
13932,Sports industry experience
13933,Business Analyst
13934,HumanCentered Design
13935,Data Accessibility
13936,Data Usability
13937,Client Presentation
13938,UserFriendly Language
13939,Ethical Performance
