job_posting_id,job_title,company_id,company,location_id,job_location,job_level,job_type
932,Chief Data Architect  Personal Investor CDAO,932,Vanguard,932,Malvern  PA,Associate,Onsite
933,VDOT DataStage Architect (720582),933,Laksan Technologies,933,Richmond  VA,Mid senior,Onsite
934,MLT/ Medical Technologist - Full Time - Evenings,934,Trinity Health,934,Sioux City  IA,Mid senior,Onsite
935,Talent Sourcer - Engineering and Data Science (Contract - 6 months),935,Preply,935,London  England  United Kingdom,Mid senior,Onsite
936,Security Analyst II - Data Protection,936,Intact,936,Montreal  Quebec  Canada,Mid senior,Onsite
937,Contractor - Epic Clarity Data Analyst,937,Deloitte,937,Georgia  United States,Mid senior,Onsite
938,Medical Technologist: MT/MLT/MLS/CLS/Bachelor of Science in Biology or Chemistry,938,St. Elizabeth Healthcare,938,Edgewood  KY,Mid senior,Onsite
939,Principal Dev Ops Engineer- Data Platform,939,Zscaler,939,San Jose  CA,Mid senior,Onsite
940,Electrical Project Mgr. - Comm. Const. (Data Center Exp) (Relo Opp.),940,Element Professionals  LLC,940,Dallas  TX,Mid senior,Onsite
941,Data Privacy Incident Manager,941,U.S. Bank,941,Minneapolis  MN,Mid senior,Onsite
942,2024 MLB Gameday Compliance Monitor (Seasonal),942,Major League Baseball (MLB),942,Chicago  IL,Mid senior,Onsite
943,Medical Technologist (MT)  Clinical Laboratory Scientist (CLS) or Medical Laboratory Technician (MLT),943,Prairie Band  LLC,943,Pine Ridge  SD,Mid senior,Onsite
944,Data Engineer,944,Software Guidance & Assistance  Inc. (SGA  Inc.),944,Vancouver  WA,Associate,Onsite
945,Senior MLS Engineer  Autonomous Driving Startup,945,Recruiting from Scratch,945,Carmel Valley  CA,Mid senior,Onsite
946,Senior Software/ Data Engineer,946,PTR Group; American Cap Company  ACCI Industries and PTR Tool & Plastics LLC,946,Bristol  England  United Kingdom,Mid senior,Onsite
947,Data Engineer Senior with Security Clearance,947,ClearanceJobs,947,Fort Gordon  GA,Mid senior,Onsite
948,Lead Development Manager- Data Centres,948,Alternative Heat Ltd,948,Banbridge  Northern Ireland  United Kingdom,Mid senior,Onsite
949,Data Architect Full-Time,949,Valley View,949,Glenwood Springs  CO,Mid senior,Onsite
950,Senior Data Engineer,950,Verticalmove  Inc,950,San Diego Metropolitan Area,Mid senior,Onsite
951,Traveling MEP Manager - MSG - Data Centers,951,Turner Construction Company,951,Pittsburgh  PA,Mid senior,Onsite
952,Senior Data Scientist - Financial Crimes,952,EY,952,Toronto  Ontario  Canada,Mid senior,Onsite
953,FMLA School Nurse,953,Yorkville CUSD #115,953,Yorkville  IL,Mid senior,Onsite
954,Senior Software Engineer  Data Acquisition,954,OpenAI,954,San Francisco  CA,Mid senior,Onsite
955,Lead Machine Learning Engineer,955,Jobs for Humanity,955,Poughkeepsie  NY,Mid senior,Onsite
956,Medical Technologist / MLT - PRN - Paducah KY,956,Bon Secours Mercy Health,956,Paducah  KY,Mid senior,Onsite
957,Sr Data Analyst (Alexanderia  VA) Public-Trust,957,Latitude Inc,957,Virginia  United States,Mid senior,Onsite
958,Mission Data Engineer - Senior - SWW,958,Astrion,958,Shalimar  FL,Mid senior,Onsite
959,Medical Laboratory Scientist (MLS),959,Lifepoint Health®,959,Johnstown  PA,Mid senior,Onsite
960,Lead Data Management Analyst (Big Data Engineer) (1022576),960,The Judge Group,960,Concord  NC,Mid senior,Onsite
961,Manager  Data Engineering (Python  AWS  Airflow  Snowflake) (Hybrid),961,Jobs for Humanity,961,York  PA,Mid senior,Onsite
962,Sr. Manager  IT Data Center Operations,962,Supermicro,962,San Jose  CA,Mid senior,Onsite
963,Data Quality Analyst - (10+ years of Exp) - Full Time/ W2 contract,963,Photon,963,Dallas  TX,Mid senior,Onsite
964,Manager  Product Management  Card Data,964,Capital One,964,Chicago  IL,Mid senior,Onsite
965,DATA RESEARCH SPECIALIST,965,NYC Department of Social Services,965,Manhattan  NY,Mid senior,Onsite
966,Specialist Solutions Architect - Data Warehousing & Data Governance,966,Databricks,966,Indiana  United States,Mid senior,Onsite
967,Sr. Data Engineer  Cell Manufacturing Quality,967,Tesla,967,Austin  TX,Mid senior,Onsite
968,Data Center Technician 4 with Lab Experience,968,Kforce Inc,968,Santa Clara  CA,Associate,Onsite
969,SDA Data Systems Acquisition Program Manager,969,Odyssey Systems,969,Colorado Springs  CO,Mid senior,Onsite
970,Senior Software Development Engineer in Test (Jenkins  Ansible  Docker  Kubernetes  YAML),970,CGI,970,Halifax  Nova Scotia  Canada,Mid senior,Onsite
971,IT Project Manager Data Center Build NY 1529,971,Certec  Inc.,971,New York  NY,Mid senior,Onsite
972,Senior Project Manager - Data Center Construction,972,Path Construction,972,Chicago  IL,Mid senior,Onsite
973,BSA/AML Compliance Investigator,973,HR Partners,973,Topeka  KS,Mid senior,Onsite
974,Senior Data Analyst,974,QinetiQ US,974,Washington  DC,Mid senior,Onsite
975,Datacenter Network Manager,975,Dice,975,Pittsburgh  PA,Mid senior,Onsite
976,Data Scientist,976,ADP,976,Parsippany  NJ,Associate,Onsite
977,Senior Image Data Scientist,977,St. Jude Children's Research Hospital,977,Memphis  TN,Mid senior,Onsite
978,Senior/Staff Software Engineer  Data,978,EvenUp,978,Toronto  Ontario  Canada,Mid senior,Onsite
979,Senior Data Analyst (Flights team  Bangkok-based  Relocation provided),979,Agoda,979,Toronto  Ontario  Canada,Mid senior,Onsite
980,RDM Release Manager  Data Center and DMZ,980,Dice,980,Atlanta  GA,Mid senior,Onsite
981,Manager  Data Integration,981,Boston College,981,Chestnut Hill  MA,Mid senior,Onsite
982,Data Steward - Research Analysis Spec Sr,982,State of Minnesota,982,Rochester  MN,Mid senior,Onsite
983,Data Science Manager  Growth,983,Coinbase,983,Salt Lake City  UT,Mid senior,Onsite
984,Staff Machine Learning Engineer  Series A,984,Recruiting from Scratch,984,Jersey City  NJ,Mid senior,Onsite
985,DataBricks Lead@O Fallon  Missouri,985,Diverse Lynx,985,O'Fallon  MO,Mid senior,Onsite
986,PI/QA RESEARCH & DATA INFORMATICIST,986,Community Health of South Florida  Inc.,986,Miami  FL,Mid senior,Onsite
987,Manager  Data Engineering (Python  AWS  Airflow  Snowflake) (Hybrid),987,Jobs for Humanity,987,Baltimore  MD,Mid senior,Onsite
988,Principal Data Scientist  Marketing,988,LegalZoom,988,Mountain View  CA,Mid senior,Onsite
989,Medical Technologist (MT/MLT) - Competitive Pay + Sign on bonus,989,Connected Health Care,989,Bend  OR,Mid senior,Onsite
990,Principal Software Engineer - Big Data,990,Warner Bros. Discovery,990,Culver City  CA,Mid senior,Onsite
991,Assistant or Associate Professor - AI & Machine Learning,991,University of Houston,991,Texas  United States,Mid senior,Onsite
992,DataBricks Architect,992,VIR Consultant LLC,992,Richardson  TX,Mid senior,Onsite
993,Sr. Data Scientist  Private Pricing Analytics & Insights,993,Amazon Web Services (AWS),993,San Francisco  CA,Mid senior,Onsite
994,Solution Architect (Data),994,Jimmy John's,994,Atlanta  GA,Mid senior,Onsite
995,Senior Lead Data Engineer,995,Jobs for Humanity,995,Harrisonburg  VA,Mid senior,Onsite
996,Senior MLOps Engineer,996,Recruiting from Scratch,996,Los Angeles  CA,Mid senior,Onsite
997,Senior Coordinator Marketing and Social Media (Hybrid) - Office of Health Information and Data Science,997,Washington University in St. Louis,997,St Louis  MO,Mid senior,Onsite
998,Data Solutions Manager,998,Black Hills Energy,998,Council Bluffs  IA,Mid senior,Onsite
999,Senior Machine Learning Engineer,999,Warner Bros. Discovery,999,New York  NY,Mid senior,Onsite
1000,Data Science Manager: Credit Risk & Marketing Analytics,1000,Republic Finance,1000,Plano  TX,Mid senior,Onsite
1001,Senior Manager  Technical Program Manager - Machine Learning,1001,Jobs for Humanity,1001,Milwaukee  WI,Mid senior,Onsite
1002,Lead Geologist - Stratigrapher & Data Integrator,1002,ICM Group,1002,England  United Kingdom,Mid senior,Onsite
1003,Application & Database Manager,1003,Professional Diversity Network,1003,Cambridge  MA,Mid senior,Onsite
1004,Research Data Specialist - Stem Cell Registry,1004,University of Melbourne,1004,Parkville  Victoria  Australia,Mid senior,Onsite
1005,Senior Machine Learning Engineer,1005,Jobs for Humanity,1005,Poughkeepsie  NY,Mid senior,Onsite
1006,Data Scientist - Relocate to Saudi Arabia  Permanent Expat Family Relocation Package,1006,aramco,1006,England  United Kingdom,Mid senior,Onsite
1007,Data Engineer (Sr.-TS/SCI-On Site) with Security Clearance,1007,ClearanceJobs,1007,Alexandria  VA,Mid senior,Onsite
1008,Database developer with data modelling,1008,HireKeyz Inc,1008,Charlotte  NC,Mid senior,Onsite
1009,LAB - Medical Laboratory Technician (MLT) PRN,1009,Blanchard Valley Health System,1009,Findlay  OH,Mid senior,Onsite
1010,Data Management Specialist,1010,ADLIB Recruitment | B Corp™,1010,Guildford  England  United Kingdom,Mid senior,Onsite
1011,Senior Manager  Biostatistics / Data Reporting and Analytics  KPSC R&E Behavioral & Health Services Research,1011,Kaiser Permanente,1011,Pasadena  CA,Mid senior,Onsite
1012,Security Consultant Data & Application Security Services - ISAM,1012,NR Consulting,1012,Boulder  CO,Mid senior,Onsite
1013,Staff Machine Learning Engineer,1013,Slingshot AI,1013,London  England  United Kingdom,Mid senior,Onsite
1014,Commodity Data Analytics & Reporting Manager,1014,U.S. Bank,1014,Chicago  IL,Mid senior,Onsite
1015,Senior Manager  US Medical Myeloid  AML & MF,1015,SPECTRAFORCE,1015,Madison  NJ,Mid senior,Onsite
1016,Medical Lab Technologist MLT,1016,Optum,1016,Sumter  SC,Mid senior,Onsite
1017,Sr. Data Analyst #: 24-00529,1017,TalentBurst  an Inc 5000 company,1017,Quincy  MA,Mid senior,Onsite
1018,Advanced Computational Tools and Data-Analysis Techniques for LISA Science,1018,ORAU,1018,Pasadena  CA,Mid senior,Onsite
1019,Data Engineer IV - Max Digital (Data Operations),1019,ACV Auctions,1019,Minnesota  United States,Mid senior,Onsite
1020,Manager  Data Engineering,1020,Jobs for Humanity,1020,Charlottesville  VA,Mid senior,Onsite
1021,Contractor - Epic Clarity Data Analyst - Revenue Cycle,1021,Deloitte,1021,Louisiana  United States,Mid senior,Onsite
1022,Data Engineering Supervisor in Denver  CO  USA,1022,Energy Jobline,1022,Denver  CO,Mid senior,Onsite
1023,Data Center Team Lead (Shift A),1023,DB Schenker,1023,Lockbourne  OH,Mid senior,Onsite
1024,Senior MLOps Engineer,1024,Recruiting from Scratch,1024,Plymouth  MI,Mid senior,Onsite
1025,Manager  Data Governance and Integration,1025,Humacyte,1025,Durham  NC,Mid senior,Onsite
1026,Senior MLS Engineer  Autonomous Driving Startup,1026,Recruiting from Scratch,1026,Cincinnati  OH,Mid senior,Onsite
1027,Senior Data Engineer,1027,Adroit Software Inc.,1027,Durham  NC,Mid senior,Onsite
1028,Lead Software Engineer - AML,1028,Fifth Third Bank,1028,Cincinnati  OH,Mid senior,Onsite
1029,Medical Technologist MT or MLT,1029,Sterling St James LLC,1029,Newark  OH,Mid senior,Onsite
1030,Software Development Engineer  AGI Data Services,1030,Amazon,1030,Cambridge  MA,Mid senior,Onsite
1031,Director  Ontology and Data Modeling,1031,Jobs for Humanity,1031,McLean  VA,Mid senior,Onsite
1032,Traveling MEP Superintendent - MSG - Data Centers,1032,Turner Construction Company,1032,Louisville  KY,Mid senior,Onsite
1033,Master Data Management SME,1033,World Wide Technology,1033,San Francisco Bay Area,Mid senior,Onsite
1034,Commercial Data Specialist #: 24-00328,1034,HireTalent - Diversity Staffing & Recruiting Firm,1034,Bannockburn  IL,Mid senior,Onsite
1035,Staff Machine Learning Engineer  Series A,1035,Recruiting from Scratch,1035,Los Angeles  CA,Mid senior,Onsite
1036,Sr Logistics Data Engineer,1036,Trane Technologies,1036,Davidson  NC,Mid senior,Onsite
1037,Medical Laboratory Scientist (MLT/MT) - $5 000 SIGN ON BONUS,1037,Gundersen Health System,1037,Boscobel  WI,Mid senior,Onsite
1038,Data Recovery Technician,1038,DriveSavers Data Recovery,1038,Novato  CA,Mid senior,Onsite
1039,Data Analyst Part Time,1039,Voxmediallc,1039,Drummondville  Quebec  Canada,Mid senior,Onsite
1040,Senior Manager  Data Management,1040,Eikon Therapeutics,1040,Hayward  CA,Mid senior,Onsite
1041,Senior Manager  Ontology and Data Modeling,1041,Jobs for Humanity,1041,New York  NY,Mid senior,Onsite
1042,Full Stack Software Engineer - Machine Learning Infrastructure,1042,ByteDance,1042,Seattle  WA,Mid senior,Onsite
1043,Sr Data Engineer,1043,PepsiCo,1043,Plano  TX,Mid senior,Onsite
1044,Senior Machine Learning Engineer - AI,1044,Recruiting from Scratch,1044,Dublin  CA,Mid senior,Onsite
1045,Lead Data Architect,1045,NextEra Energy  Inc.,1045,Juno Beach  FL,Mid senior,Onsite
1046,Staff Machine Learning Engineer  Series A,1046,Recruiting from Scratch,1046,Colorado Springs  CO,Mid senior,Onsite
1047,Senior Data Scientist,1047,Yext,1047,New York  NY,Mid senior,Onsite
1048,Data Center Supervisor,1048,DB Schenker,1048,Columbus  OH,Mid senior,Onsite
1049,Director  Securities Data Analysts,1049,Jobs for Humanity,1049,Springfield  MA,Mid senior,Onsite
1050,Data Analytics Manager with Security Clearance,1050,ClearanceJobs,1050,Arlington  VA,Mid senior,Onsite
1051,Mulesoft API Developer with Data Security Experience,1051,Synechron,1051,Iselin  NJ,Mid senior,Onsite
1052,Temporary Tax Data Validator  Sorter  and Scanner,1052,CohnReznick LLP,1052,Parsippany  NJ,Mid senior,Onsite
1053,Senior Machine Learning Engineer - AI,1053,Recruiting from Scratch,1053,Kennewick  WA,Mid senior,Onsite
1054,Sr Data Scientist - Generative AI (GenAI  GAI  Deep Learning)(Remote Or Hybrid),1054,Target,1054,Brooklyn Park  MN,Mid senior,Onsite
1055,Data Steward - Research Analysis Spec Sr,1055,State of Minnesota,1055,Bemidji  MN,Mid senior,Onsite
1056,Senior Data Engineer,1056,Jobs for Humanity,1056,New York  NY,Mid senior,Onsite
1057,Healthcare SAS HEDIS Data Analyst,1057,Tata Consultancy Services,1057,Pennington  NJ,Mid senior,Onsite
1058,Geospatial GIS Data Manager,1058,Advantis Global,1058,Denver  CO,Mid senior,Onsite
1059,Senior Database Administrator,1059,Scientific Research Corporation,1059,Charleston  SC,Mid senior,Onsite
1060,Senior Mechanical Engineer  Data Center Controls,1060,Equinix,1060,Dallas  TX,Mid senior,Onsite
1061,Data Engineer (Sr.-TS/SCI-On Site),1061,Open Systems Technologies Corporation,1061,Alexandria  VA,Mid senior,Onsite
1062,Manager  Consumer BI and Data Operations,1062,AbbVie,1062,Lake County  IL,Mid senior,Onsite
1063,Sr. Manager  Data Access Monitoring,1063,BioSpace,1063,Boston  MA,Mid senior,Onsite
1064,Sr. Data Scientist,1064,TWINN iNTELLIGENCE GROUP,1064,Chantilly  VA,Mid senior,Onsite
1065,Associate Professor of Data Science,1065,Florida Polytechnic University,1065,Lakeland  FL,Mid senior,Onsite
1066,Data Center Facilities Engineer,1066,JLL,1066,Sterling  VA,Mid senior,Onsite
1067,Technical Data Lead,1067,Redwolf + Rosch,1067,Canberra  Australian Capital Territory  Australia,Mid senior,Onsite
1068,Staff Data Engineer (Fintech team) (Bangkok based  relocation provided),1068,Agoda,1068,Montreal  Quebec  Canada,Mid senior,Onsite
1069,Architect - Data Engineering,1069,Credera,1069,Atlanta  GA,Mid senior,Onsite
1070,Senior Backend and Cloud Engineer - Machine Learning Infrastructure (Python),1070,Scandit,1070,Bristol  England  United Kingdom,Mid senior,Onsite
1071,Co-op  Quantitative Pharmacology Research - Machine Learning,1071,Sanofi,1071,Cambridge  MA,Mid senior,Onsite
1072,Scientist  Medical Laboratory (MLS) I,1072,Quest Diagnostics,1072,Roanoke  VA,Mid senior,Onsite
1073,Senior Product Manager  Data Management,1073,Collectors,1073,Santa Ana  CA,Mid senior,Onsite
1074,Clinical Research Data Specialist- TEMP,1074,University of Miami,1074,Miami  FL,Mid senior,Onsite
1075,eDiscovery & Data Forensics Senior Vice President  Project Management,1075,AlixPartners,1075,Dallas  TX,Associate,Onsite
1076,Data Management,1076,Golden Compass,1076,New Haven  CT,Mid senior,Onsite
1077,Data Science Manager,1077,Plymouth Rock Assurance,1077,Woodbridge  NJ,Mid senior,Onsite
1078,Lead Data Scientist ( 1 role available)  Data Science Hub  Data & Analysis  Ministry of Justice (Ref: 82629),1078,Ministry of Justice UK,1078,Greater Lincoln Area  United Kingdom,Mid senior,Onsite
1079,Sr. Big Data Engineer,1079,NR Consulting,1079,Santa Monica  CA,Mid senior,Onsite
1080,Senior Electrical Engineer - Data Center,1080,Pkaza - Critical Facilities Recruiting,1080,Denver  CO,Mid senior,Onsite
1081,Datalink Analyst with Security Clearance,1081,ClearanceJobs,1081,Fort Huachuca  AZ,Mid senior,Onsite
1082,MT / MLT / Medical Technologist II Fostoria/Fremont  OH Full Time Nights (71651  71505  61109) 71651  71505  61109,1082,VIR Consultant LLC,1082,Fostoria  OH,Mid senior,Onsite
1083,Senior Software Engineer - Data Path,1083,VAST Data,1083,Raleigh  NC,Mid senior,Onsite
1084,Sr. Data Engineer  Business Analytics,1084,Tesla,1084,Fremont  CA,Mid senior,Onsite
1085,Director  Securities Data Oversight,1085,Jobs for Humanity,1085,Boston  MA,Mid senior,Onsite
1086,Senior Financial Data Analyst (Financial Analysis  Associate),1086,The MIL Corporation,1086,Washington  DC,Mid senior,Onsite
1087,Medical Technologist (MT) or Medical Lab Technician (MLT) - Full Time Overnights,1087,UnityPoint Health,1087,Anamosa  IA,Mid senior,Onsite
1088,Senior Software Engineer - Data Platform,1088,Arcesium,1088,New York  NY,Mid senior,Onsite
1089,Engineering Lead Manager  Data Science,1089,Index Exchange,1089,Toronto  Ontario  Canada,Mid senior,Onsite
1090,Senior Reporting and Data Analyst,1090,Federal Home Loan Bank of Atlanta,1090,Atlanta  GA,Mid senior,Onsite
1091,Senior Data Scientist,1091,The Walt Disney Company,1091,Santa Monica  CA,Mid senior,Onsite
1092,Medical Technologist/ MLT - Full Time *Sign On*,1092,Mercy,1092,Marietta  OK,Mid senior,Onsite
1093,Data Centre Shift Manager,1093,CBRE,1093,Slough  England  United Kingdom,Mid senior,Onsite
1094,Business/Data Analyst w/ Data Dictionary/Metadat,1094,Randstad Digital,1094,Charlotte  NC,Mid senior,Onsite
1095,Software Engineer  Growth Data Engineering,1095,Stripe,1095,Chicago  IL,Mid senior,Onsite
1096,Senior Data Scientist,1096,Globe Life,1096,McKinney  TX,Mid senior,Onsite
1097,Distinguished Engineer  Data Architecture,1097,Jobs for Humanity,1097,Hartford  CT,Mid senior,Onsite
1098,Network Dev Manager III  Data Center Access Network,1098,Amazon Web Services (AWS),1098,Arlington  VA,Mid senior,Onsite
1099,Traveling MEP Superintendent - MSG - Data Centers,1099,Turner Construction Company,1099,Atlanta  GA,Mid senior,Onsite
1100,Data Equity Analyst,1100,Fund for Public Health in NYC,1100,New York  NY,Mid senior,Onsite
1101,Senior IA Data Analyst/Network System Administrator SME,1101,Empower AI,1101,Arlington  VA,Mid senior,Onsite
1102,Contractor - Epic Clarity Data Analyst - Revenue Cycle,1102,Deloitte,1102,Idaho  United States,Mid senior,Onsite
1103,Lead Machine Learning Engineer,1103,Jobs for Humanity,1103,New York County  NY,Mid senior,Onsite
1104,Clinical Lab Scientist (MLS/MLT) - Travel - ASCP Required - *Up To $2 400/WK!*,1104,Connected Health Care,1104,Springfield  MA,Mid senior,Onsite
1105,Sr. MLOps Engineer - Dallas  TX (ONSITE),1105,Dice,1105,Dallas  TX,Mid senior,Onsite
1106,Machine Learning Ops Engineer III,1106,Egencia,1106,Bellevue  WA,Mid senior,Onsite
1107,Data Analyst I,1107,Dice,1107,Columbia  SC,Mid senior,Onsite
1108,Senior Fraud Data Analyst,1108,LexisNexis Risk Solutions,1108,London  England  United Kingdom,Mid senior,Onsite
1109,Data Architect - Must live in Chicago  IL,1109,Sonitalent Corp,1109,Chicago  IL,Mid senior,Onsite
1110,Sr. & Jr. QA (Machine Learning),1110,iTech Solutions,1110,Fremont  CA,Mid senior,Onsite
1111,Configuration and Data Manager,1111,L3Harris Technologies,1111,Melbourne  Victoria  Australia,Mid senior,Onsite
1112,Supply Chain Analyst - Data Integrity,1112,Magna International,1112,St Clair  MI,Mid senior,Onsite
1113,Data Engineer with AWS,1113,IQuest Solutions Corporation,1113,Plano  TX,Mid senior,Onsite
1114,Data & Analytics MDG Product Lead,1114,AstraZeneca,1114,Wilmington  DE,Mid senior,Onsite
1115,Sentinel Principal Database Architect / Sr. Principal Database A with Security Clearance,1115,ClearanceJobs,1115,Roy  UT,Mid senior,Onsite
1116,Data Migration Deployment Manager,1116,NTT DATA Services,1116,Plano  TX,Mid senior,Onsite
1117,Senior Manager  Ontology and Data Modeling,1117,Jobs for Humanity,1117,Scranton  PA,Mid senior,Onsite
1118,Manager Engineering  Data Infrastructure,1118,ACV Auctions,1118,New York  NY,Mid senior,Onsite
1119,Lead Data Engineer (Fintech team) (Bangkok based  relocation provided),1119,Agoda,1119,Manchester  England  United Kingdom,Mid senior,Onsite
1120,Associate Planner  Data Science,1120,Ralph Lauren,1120,London  England  United Kingdom,Associate,Onsite
1121,Senior Manager  Data Engineering,1121,Jobs for Humanity,1121,Paris  TX,Mid senior,Onsite
1122,Senior Data Analyst (Ref: 83308),1122,Ministry of Justice UK,1122,Greater Lincoln Area  United Kingdom,Mid senior,Onsite
1123,Philanthropy Coordinator  Data Management,1123,Northwestern Medicine,1123,Chicago  IL,Associate,Onsite
1124,Data Scientist,1124,Photon,1124,Dallas  TX,Mid senior,Onsite
1125,Data Architect for Defence,1125,Actica Consulting,1125,Bristol  England  United Kingdom,Mid senior,Onsite
1126,Staff Data Scientist,1126,Intuit,1126,San Diego  CA,Mid senior,Onsite
1127,Staff Machine Learning Engineer  Series A,1127,Recruiting from Scratch,1127,Andover  MA,Mid senior,Onsite
1128,Senior Machine Learning Data Scientist,1128,Roberts Recruiting  LLC,1128,Boston  MA,Mid senior,Onsite
1129,Sr Data Scientist - PK/PD Modeling & Automation,1129,Eli Lilly and Company,1129,Indianapolis  IN,Mid senior,Onsite
1130,Senior Machine Learning Engineer - AI,1130,Recruiting from Scratch,1130,Hilliard  OH,Mid senior,Onsite
1131,Expert développeur DevOps/MLOPS,1131,TEHORA inc.,1131,Montreal  Quebec  Canada,Mid senior,Onsite
1132,Product Data Specialist,1132,Holley,1132,Nashville Metropolitan Area,Associate,Onsite
1133,Customer Data Analyst 1 (Adminstrator),1133,QuidelOrtho,1133,Rochester  NY,Mid senior,Onsite
1134,Senior MLS Engineer  Autonomous Driving Startup,1134,Recruiting from Scratch,1134,Hudson  NH,Mid senior,Onsite
1135,Sr. Data Engineer (Hybrid),1135,Jobs for Humanity,1135,Waco  TX,Mid senior,Onsite
1136,Associate Director  Data & Specimen Governance,1136,Bristol Myers Squibb,1136,Princeton  NJ,Mid senior,Onsite
1137,Data Analytics and Investigations Attorney,1137,BCG Attorney Search,1137,Palo Alto  CA,Mid senior,Onsite
1138,Senior Data Science Engineer  Risk & Fraud,1138,DraftKings Inc.,1138,Boston  MA,Mid senior,Onsite
1139,Sr. Network & Data Security Engineer,1139,Blaize,1139,Kings Langley  England  United Kingdom,Mid senior,Onsite
1140,Sr. Data Engineer,1140,Homeward,1140,Austin  TX,Mid senior,Onsite
1141,Data Architect,1141,SPECTRAFORCE,1141,Boston  MA,Mid senior,Onsite
1142,Data Analytics Fraud Examiner,1142,Commonwealth of Massachusetts,1142,Boston  MA,Mid senior,Onsite
1143,Medical Technologist or MLT  part time,1143,Memorial Hermann Health System,1143,Houston  TX,Mid senior,Onsite
1144,Software Engineer  Data Warehouse Analytics,1144,Stripe,1144,San Francisco  CA,Mid senior,Onsite
1145,Personal Trainer - Bedford Hemlock Square,1145,GoodLife Fitness,1145,Bedford  Quebec  Canada,Mid senior,Onsite
1146,Medical Lab Scientist - MLS / Medical Technologist - MT,1146,Cross Country Allied,1146,North Conway  NH,Mid senior,Onsite
1147,Associate Staff - Machine Learning Algorithm Developer,1147,MIT Lincoln Laboratory,1147,Lexington  MA,Mid senior,Onsite
1148,DSHS ALTSA Contract and Data Specialist,1148,Washington State Department of Social and Health Services,1148,Lacey  WA,Associate,Onsite
1149,Manager  Data Engineering,1149,Jobs for Humanity,1149,Washington  DC,Mid senior,Onsite
1150,Senior Policy Writer - Data Governance // Government,1150,Talent,1150,Sydney  New South Wales  Australia,Mid senior,Onsite
1151,Manufacturing Data Specialist,1151,Air Liquide,1151,Newport  DE,Associate,Onsite
1152,Medical Technologist/MLS,1152,Deaconess Health System,1152,Evansville  IN,Mid senior,Onsite
1153,BI Data Project Reporting Analyst - Radiation Oncology - TGH Cancer Institute,1153,Tampa General Hospital,1153,Tampa  FL,Mid senior,Onsite
1154,Principal Associate  Data Science,1154,Capital One,1154,Cambridge  MA,Mid senior,Onsite
1155,Sr. IT iQuote Config and Data Migration Analyst,1155,Talascend - Where Opportunities Await.,1155,Atlanta  GA,Mid senior,Onsite
1156,Senior Data Engineer,1156,Cognizant,1156,Halifax  Nova Scotia  Canada,Mid senior,Onsite
1157,Lead Data Quality Analyst,1157,Dice,1157,New Castle  DE,Mid senior,Onsite
1158,AML Product Analyst 3,1158,Huntington National Bank,1158,Columbus  OH,Mid senior,Onsite
1159,Looking for Sr. Data Engineer - NYC  NY  USA (Onsite)- Contract,1159,Extend Information Systems Inc.,1159,New York  NY,Mid senior,Onsite
1160,Data Managment Analyst (PMA-262),1160,AM Pierce & Associates  Inc.,1160,Lexington Park  MD,Mid senior,Onsite
1161,Database Administrator Expert,1161,PSI INTERNATIONAL  Inc.,1161,Albany  NY,Mid senior,Onsite
1162,Lead Machine Learning Engineer (Bangkok based  relocation provided),1162,Agoda,1162,Chicago  IL,Mid senior,Onsite
1163,Senior Lead Data Engineer,1163,Jobs for Humanity,1163,Keene  NH,Mid senior,Onsite
1164,(USA) Senior  Data Scientist,1164,Walmart,1164,San Bruno  CA,Mid senior,Onsite
1165,Data Governance  Senior Consultant,1165,Guidehouse,1165,McLean  VA,Mid senior,Onsite
1166,Director  Securities Data Oversight,1166,Jobs for Humanity,1166,Springfield  MA,Mid senior,Onsite
1167,Sr. Data Modeler (REMOTE),1167,CGI,1167,Belton  TX,Mid senior,Onsite
1168,Sr Cloud Big Data Developer,1168,Hermitage Infotech,1168,Washington  DC,Mid senior,Onsite
1169,Business and Data Analyst,1169,Creative Financial Staffing (CFS),1169,Houston  TX,Mid senior,Onsite
1170,Sr. Database Analyst,1170,General Dynamics Information Technology,1170,Egg Harbor  NJ,Mid senior,Onsite
1171,Senior MLOps Engineer,1171,Recruiting from Scratch,1171,Charlotte  NC,Mid senior,Onsite
1172,Compliance - Capital Market AML Investigations,1172,CIBC US,1172,Madison  IL,Mid senior,Onsite
1173,Bioimage Informatics Scientist - Image Analysis & Machine Learning,1173,Chan Zuckerberg Biohub Network,1173,San Francisco  CA,Mid senior,Onsite
1174,Contractor - Epic Clarity Data Analyst,1174,Deloitte,1174,Kansas  United States,Mid senior,Onsite
1175,Remote - NYS RN Care Manager - Bilingual Registered Nurse - MLTC,1175,Compass Healthcare Consulting and Placement,1175,New York  NY,Mid senior,Onsite
1176,Data Scientist II   Infra DCPD - PACE,1176,Amazon Web Services (AWS),1176,Seattle  WA,Mid senior,Onsite
1177,Data Engineering Lead – The Bank of London,1177,Abacus Careers,1177,Belfast  Northern Ireland  United Kingdom,Mid senior,Onsite
1178,Data Engineering Manager,1178,Perpay Inc.,1178,Philadelphia  PA,Mid senior,Onsite
1179,Lead Data Engineer,1179,Jobs for Humanity,1179,Waco  TX,Mid senior,Onsite
1180,Senior Data Scientist,1180,Pave,1180,New York City Metropolitan Area,Mid senior,Onsite
